spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.cores,spark.executor.cores,spark.driver.memory,spark.executor.memory,spark.storage.memoryFraction,spark.storage.unrollFraction,spark.network.timeout,spark.locality.wait,spark.scheduler.revive.interval,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.speculation,spark.broadcast.compress,spark.rdd.compress,spark.serializer,spark.memory.storageFraction,spark.default.parallelism,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.instances,spark.python.worker.memory,spark.python.worker.reuse,spark.rpc.message.maxSize,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.io.backLog,spark.shuffle.service.index.cache.size,spark.shuffle.maxChunksBeingTransferred,spark.memory.useLegacyMode,spark.storage.replication.proactive,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.broadcast.checksum,spark.executor.heartbeatInterval,spark.files.fetchTimeout,spark.files.useFetchCache,spark.files.overwrite,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.storage.memoryMapThreshold,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.rpc.io.backLog,spark.port.maxRetries,spark.rpc.numRetries,spark.rpc.retry.wait,spark.rpc.lookupTimeout,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump,spark.stage.maxConsecutiveAttempts,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.unpersist,spark.streaming.stopGracefullyOnShutdown,runtime
488.0,200.0,0.1,354.0,966.0,5.34,0.28,25.0,0.0,72.0,176.0,0.0,17.0,118.0,3.0,8.0,1.0,18.0,0.61,0.19,216.0,4.0,5.0,8.0,1.0,0.95,0.0,1.0,1.0,0.0,0.67,223.0,0.0,277.0,11.0,494.0,1.0,332.0,501.0,417.0,1601.0,15866.0,25070.0,4.0,3.0,0.0,98.0,167.0,403.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,16.0,61.0,1.0,0.0,33562101.0,2114698.0,260.0,1.0,106.0,9.0,5.0,5.0,126.0,0.9,0.0,8427.0,179.0,1.0,11.0,1.0,5.0,0.0,395.0,0.0,1.0,0.0,309.441
486.0,376.0,0.69,528.0,281.0,2.78,0.92,47.0,2.0,196.0,207.0,1.0,114.0,117.0,1.0,7.0,14.0,11.0,0.63,0.3,337.0,4.0,33.0,8.0,0.0,0.63,0.0,1.0,0.0,0.0,0.83,64.0,1.0,789.0,13.0,416.0,0.0,444.0,701.0,1198.0,17862.0,1841.0,13200.0,9.0,1.0,1.0,62.0,75.0,28729.0,0.0,0.0,56.0,0.0,0.0,1.0,1.0,1.0,13.0,90.0,1.0,1.0,33581627.0,2126332.0,135.0,1.0,89.0,31.0,4.0,5.0,228.0,0.8,1.0,16292.0,169.0,0.0,10.0,1.0,6.0,0.0,272.0,0.0,0.0,0.0,539.156
47.0,496.0,0.35,827.0,342.0,5.42,0.34,70.0,2.0,54.0,57.0,1.0,74.0,21.0,10.0,6.0,18.0,18.0,0.96,0.64,405.0,5.0,21.0,7.0,1.0,0.76,1.0,0.0,1.0,0.0,0.91,467.0,1.0,633.0,8.0,641.0,0.0,488.0,1764.0,1671.0,11063.0,11973.0,1171.0,6.0,1.0,0.0,41.0,96.0,6574.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,9.0,21.0,1.0,1.0,33575097.0,2121108.0,205.0,1.0,101.0,9.0,4.0,4.0,179.0,0.9,0.0,8809.0,54.0,1.0,13.0,0.0,8.0,0.0,233.0,1.0,1.0,0.0,409.125
427.0,170.0,0.44,316.0,481.0,2.36,0.87,4.0,2.0,13.0,49.0,1.0,33.0,98.0,1.0,2.0,8.0,13.0,0.9,0.0,361.0,8.0,35.0,3.0,1.0,0.61,0.0,0.0,1.0,1.0,0.8,410.0,1.0,443.0,12.0,738.0,0.0,387.0,1863.0,1076.0,4057.0,4354.0,7091.0,7.0,5.0,0.0,63.0,183.0,15835.0,1.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,12.0,72.0,1.0,1.0,33562882.0,2117943.0,291.0,1.0,58.0,8.0,4.0,5.0,62.0,0.8,0.0,9547.0,233.0,1.0,8.0,0.0,7.0,0.0,53.0,1.0,1.0,0.0,465.239
86.0,399.0,0.4,371.0,592.0,5.6,0.95,76.0,0.0,40.0,58.0,0.0,27.0,38.0,4.0,3.0,11.0,18.0,0.79,0.63,363.0,8.0,38.0,4.0,0.0,0.54,0.0,0.0,0.0,0.0,0.82,414.0,1.0,841.0,10.0,353.0,0.0,377.0,671.0,890.0,28593.0,32094.0,15497.0,2.0,3.0,0.0,70.0,57.0,8137.0,1.0,1.0,67.0,0.0,1.0,1.0,0.0,1.0,19.0,23.0,0.0,0.0,33582961.0,2102354.0,387.0,1.0,55.0,14.0,2.0,2.0,55.0,0.7,0.0,14414.0,198.0,1.0,4.0,0.0,6.0,0.0,227.0,0.0,1.0,0.0,428.959
270.0,82.0,0.62,884.0,188.0,3.65,0.29,94.0,2.0,18.0,60.0,0.0,62.0,120.0,3.0,7.0,15.0,15.0,0.72,0.86,164.0,8.0,15.0,7.0,1.0,0.77,1.0,1.0,0.0,0.0,0.81,333.0,0.0,552.0,14.0,758.0,1.0,278.0,1751.0,406.0,30239.0,28810.0,26665.0,7.0,1.0,1.0,119.0,140.0,6096.0,0.0,1.0,80.0,1.0,1.0,0.0,0.0,1.0,8.0,71.0,1.0,1.0,33583941.0,2111362.0,205.0,1.0,112.0,4.0,2.0,5.0,169.0,0.7,1.0,9098.0,205.0,0.0,18.0,1.0,4.0,1.0,125.0,1.0,1.0,1.0,234.893
136.0,7.0,0.52,400.0,187.0,2.7,0.84,56.0,0.0,129.0,52.0,1.0,76.0,121.0,1.0,3.0,10.0,13.0,0.8,0.46,382.0,7.0,22.0,8.0,0.0,0.88,0.0,0.0,0.0,1.0,0.65,332.0,0.0,628.0,9.0,808.0,1.0,393.0,730.0,874.0,21335.0,27024.0,28434.0,4.0,3.0,0.0,128.0,136.0,9177.0,1.0,1.0,77.0,1.0,0.0,0.0,0.0,0.0,18.0,90.0,0.0,1.0,33571683.0,2106475.0,70.0,1.0,113.0,21.0,5.0,1.0,98.0,0.8,0.0,10083.0,114.0,0.0,14.0,1.0,4.0,1.0,382.0,1.0,0.0,1.0,362.166
411.0,371.0,0.3,335.0,234.0,4.77,0.66,105.0,0.0,35.0,127.0,1.0,52.0,43.0,2.0,10.0,8.0,14.0,0.69,0.8,141.0,2.0,19.0,3.0,1.0,0.61,1.0,1.0,0.0,1.0,0.5,457.0,1.0,857.0,13.0,490.0,0.0,251.0,926.0,881.0,23686.0,30861.0,32832.0,5.0,1.0,1.0,31.0,177.0,6333.0,0.0,1.0,44.0,0.0,0.0,1.0,0.0,0.0,15.0,70.0,0.0,0.0,33561920.0,2119102.0,118.0,1.0,121.0,10.0,2.0,1.0,105.0,0.7,1.0,12591.0,56.0,0.0,13.0,1.0,5.0,1.0,104.0,0.0,1.0,1.0,323.756
441.0,218.0,0.7,991.0,426.0,4.84,0.94,14.0,1.0,141.0,232.0,0.0,72.0,56.0,7.0,4.0,20.0,18.0,0.5,0.4,365.0,4.0,20.0,4.0,1.0,0.54,0.0,0.0,0.0,0.0,0.62,171.0,0.0,557.0,14.0,876.0,0.0,495.0,1603.0,1504.0,17106.0,29618.0,15608.0,7.0,4.0,1.0,94.0,83.0,2480.0,0.0,1.0,35.0,0.0,0.0,1.0,1.0,0.0,11.0,29.0,1.0,1.0,33575420.0,2113094.0,235.0,1.0,87.0,24.0,3.0,3.0,161.0,0.9,1.0,16942.0,195.0,1.0,12.0,1.0,8.0,1.0,368.0,1.0,1.0,1.0,444.375
478.0,219.0,0.23,854.0,654.0,5.87,0.79,2.0,1.0,133.0,28.0,1.0,102.0,103.0,1.0,10.0,8.0,11.0,0.96,0.69,223.0,7.0,6.0,8.0,1.0,0.99,0.0,1.0,1.0,0.0,0.55,311.0,0.0,367.0,8.0,808.0,1.0,266.0,1797.0,1147.0,12388.0,25896.0,22050.0,3.0,3.0,1.0,83.0,56.0,6255.0,1.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,17.0,56.0,0.0,1.0,33554671.0,2123547.0,155.0,2.0,51.0,28.0,2.0,4.0,194.0,0.9,1.0,8260.0,40.0,1.0,12.0,1.0,4.0,1.0,78.0,0.0,1.0,0.0,332.443
122.0,161.0,0.27,654.0,485.0,3.16,0.98,35.0,2.0,177.0,226.0,1.0,45.0,124.0,10.0,5.0,3.0,17.0,0.67,0.81,444.0,6.0,6.0,7.0,1.0,0.8,1.0,0.0,1.0,0.0,0.85,174.0,0.0,620.0,12.0,955.0,0.0,171.0,2025.0,442.0,1652.0,12665.0,8326.0,9.0,1.0,0.0,31.0,139.0,9606.0,1.0,1.0,80.0,1.0,1.0,0.0,1.0,1.0,16.0,21.0,1.0,1.0,33568105.0,2106984.0,310.0,1.0,126.0,7.0,4.0,6.0,152.0,0.7,1.0,13759.0,137.0,0.0,5.0,1.0,8.0,0.0,433.0,1.0,1.0,1.0,365.738
68.0,233.0,0.1,678.0,236.0,4.75,0.69,87.0,0.0,195.0,220.0,0.0,127.0,85.0,12.0,10.0,13.0,12.0,0.66,0.93,212.0,4.0,44.0,8.0,1.0,0.56,0.0,0.0,0.0,1.0,0.84,83.0,0.0,586.0,14.0,416.0,0.0,466.0,1550.0,1510.0,494.0,20675.0,19799.0,8.0,4.0,0.0,89.0,93.0,32641.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,16.0,81.0,1.0,1.0,33566620.0,2122963.0,359.0,1.0,55.0,5.0,5.0,3.0,139.0,0.9,0.0,12672.0,86.0,1.0,4.0,1.0,4.0,0.0,319.0,0.0,1.0,1.0,370.231
171.0,481.0,0.97,531.0,467.0,2.69,0.59,6.0,1.0,163.0,225.0,1.0,128.0,38.0,5.0,7.0,6.0,12.0,0.7,0.2,161.0,8.0,13.0,7.0,0.0,0.95,0.0,0.0,1.0,0.0,0.78,271.0,0.0,549.0,8.0,739.0,0.0,390.0,1932.0,852.0,9250.0,10533.0,27398.0,8.0,2.0,0.0,90.0,116.0,18552.0,1.0,1.0,47.0,1.0,0.0,1.0,0.0,1.0,12.0,38.0,1.0,1.0,33566623.0,2102189.0,358.0,2.0,96.0,27.0,2.0,2.0,225.0,0.9,1.0,9502.0,230.0,1.0,13.0,1.0,6.0,0.0,295.0,0.0,0.0,0.0,630.76
468.0,150.0,0.18,401.0,525.0,3.2,0.72,6.0,2.0,236.0,135.0,0.0,116.0,127.0,4.0,6.0,10.0,12.0,0.44,0.27,210.0,8.0,22.0,3.0,0.0,0.88,1.0,0.0,1.0,1.0,0.55,228.0,0.0,922.0,8.0,570.0,0.0,230.0,780.0,1100.0,3224.0,24852.0,9726.0,3.0,2.0,1.0,71.0,141.0,1306.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,16.0,78.0,1.0,0.0,33566391.0,2112019.0,347.0,2.0,83.0,19.0,2.0,1.0,166.0,0.9,0.0,15241.0,178.0,0.0,19.0,1.0,5.0,0.0,407.0,1.0,0.0,1.0,446.266
327.0,130.0,0.92,785.0,891.0,3.86,0.59,63.0,1.0,211.0,136.0,1.0,41.0,112.0,12.0,3.0,18.0,8.0,0.9,0.33,325.0,2.0,14.0,7.0,1.0,0.56,1.0,1.0,0.0,1.0,0.93,328.0,0.0,284.0,9.0,645.0,0.0,327.0,2043.0,2077.0,20294.0,1616.0,24682.0,5.0,2.0,1.0,88.0,154.0,24174.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,12.0,52.0,1.0,0.0,33563332.0,2109855.0,238.0,1.0,74.0,15.0,3.0,2.0,78.0,0.7,1.0,15456.0,195.0,1.0,15.0,1.0,5.0,1.0,400.0,1.0,0.0,1.0,259.628
263.0,35.0,0.84,381.0,827.0,2.4,0.57,90.0,2.0,87.0,143.0,0.0,111.0,43.0,8.0,4.0,1.0,10.0,0.78,0.82,133.0,4.0,11.0,6.0,0.0,0.5,1.0,0.0,0.0,0.0,0.53,471.0,0.0,935.0,13.0,550.0,1.0,381.0,1475.0,448.0,11217.0,7141.0,31191.0,4.0,1.0,1.0,11.0,187.0,10852.0,1.0,0.0,59.0,0.0,1.0,0.0,1.0,1.0,16.0,28.0,0.0,1.0,33573791.0,2124246.0,206.0,2.0,63.0,30.0,5.0,6.0,91.0,0.9,0.0,13554.0,74.0,0.0,20.0,0.0,4.0,1.0,175.0,1.0,1.0,0.0,743.083
162.0,44.0,0.88,681.0,49.0,4.99,0.6,94.0,1.0,26.0,120.0,0.0,65.0,77.0,2.0,3.0,20.0,18.0,0.46,0.4,397.0,3.0,4.0,8.0,0.0,0.63,1.0,1.0,0.0,0.0,0.83,383.0,0.0,785.0,12.0,767.0,1.0,259.0,987.0,559.0,2482.0,32776.0,15893.0,3.0,1.0,1.0,70.0,104.0,28396.0,1.0,0.0,60.0,1.0,1.0,0.0,1.0,0.0,18.0,78.0,1.0,0.0,33579909.0,2117428.0,216.0,2.0,110.0,27.0,5.0,1.0,141.0,0.7,1.0,5617.0,208.0,0.0,7.0,1.0,4.0,0.0,73.0,0.0,0.0,0.0,366.245
82.0,169.0,0.8,891.0,365.0,4.6,0.21,108.0,0.0,112.0,126.0,1.0,120.0,20.0,2.0,2.0,5.0,9.0,0.62,0.64,218.0,2.0,45.0,4.0,0.0,0.72,1.0,0.0,0.0,0.0,0.99,130.0,1.0,957.0,11.0,897.0,0.0,398.0,640.0,464.0,13990.0,27339.0,32096.0,4.0,3.0,1.0,101.0,77.0,7877.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,12.0,68.0,1.0,1.0,33574066.0,2124452.0,349.0,1.0,97.0,8.0,4.0,1.0,160.0,0.7,0.0,18975.0,185.0,1.0,10.0,0.0,6.0,0.0,103.0,0.0,1.0,1.0,799.249
184.0,304.0,0.5,576.0,676.0,5.1,0.21,128.0,0.0,223.0,41.0,0.0,119.0,63.0,2.0,5.0,10.0,15.0,0.45,0.75,374.0,7.0,4.0,8.0,1.0,0.76,1.0,1.0,0.0,0.0,0.71,439.0,0.0,677.0,11.0,366.0,0.0,440.0,931.0,757.0,26959.0,20038.0,22004.0,4.0,2.0,0.0,41.0,102.0,32332.0,0.0,1.0,29.0,0.0,0.0,0.0,1.0,1.0,14.0,67.0,1.0,1.0,33564775.0,2120849.0,270.0,2.0,40.0,24.0,5.0,3.0,75.0,0.9,1.0,3076.0,204.0,0.0,19.0,0.0,5.0,1.0,56.0,0.0,1.0,1.0,460.88
333.0,243.0,0.8,251.0,495.0,3.28,0.71,55.0,1.0,134.0,68.0,0.0,64.0,108.0,8.0,9.0,1.0,14.0,0.58,0.95,216.0,1.0,38.0,8.0,0.0,0.77,1.0,1.0,0.0,1.0,0.58,389.0,1.0,233.0,10.0,221.0,0.0,386.0,799.0,459.0,13575.0,3558.0,26866.0,7.0,3.0,1.0,114.0,99.0,30828.0,0.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,7.0,34.0,0.0,0.0,33576070.0,2123238.0,51.0,1.0,45.0,20.0,3.0,2.0,32.0,0.7,0.0,3130.0,223.0,0.0,10.0,1.0,5.0,1.0,425.0,1.0,0.0,0.0,745.624
225.0,308.0,0.9,742.0,150.0,2.88,0.4,39.0,2.0,25.0,127.0,1.0,43.0,53.0,9.0,3.0,18.0,16.0,0.67,0.41,199.0,8.0,26.0,7.0,1.0,0.66,1.0,0.0,0.0,0.0,0.65,387.0,0.0,207.0,13.0,704.0,0.0,361.0,1327.0,453.0,4670.0,16207.0,872.0,9.0,5.0,0.0,93.0,184.0,2275.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,12.0,46.0,0.0,1.0,33582249.0,2129704.0,76.0,1.0,98.0,16.0,3.0,3.0,31.0,0.7,0.0,18550.0,156.0,0.0,15.0,1.0,6.0,1.0,188.0,0.0,0.0,0.0,755.011
282.0,140.0,0.48,874.0,138.0,4.87,0.32,13.0,2.0,113.0,213.0,0.0,124.0,123.0,10.0,9.0,1.0,17.0,0.55,0.13,187.0,7.0,2.0,6.0,0.0,0.84,1.0,1.0,1.0,0.0,0.98,67.0,0.0,443.0,12.0,781.0,1.0,404.0,889.0,421.0,9068.0,4829.0,28480.0,7.0,3.0,1.0,80.0,123.0,31490.0,1.0,1.0,13.0,0.0,1.0,1.0,1.0,1.0,20.0,48.0,1.0,0.0,33575427.0,2119563.0,274.0,2.0,123.0,4.0,4.0,2.0,116.0,0.9,0.0,19967.0,181.0,1.0,6.0,0.0,8.0,0.0,266.0,1.0,0.0,0.0,695.753
334.0,9.0,0.42,861.0,146.0,2.26,0.88,65.0,2.0,250.0,141.0,0.0,26.0,51.0,12.0,2.0,12.0,13.0,0.47,0.87,174.0,10.0,37.0,5.0,1.0,0.84,0.0,1.0,1.0,0.0,0.99,422.0,0.0,95.0,11.0,191.0,1.0,446.0,976.0,876.0,7915.0,29207.0,14506.0,5.0,3.0,0.0,105.0,180.0,6124.0,0.0,0.0,32.0,1.0,1.0,0.0,0.0,1.0,8.0,61.0,0.0,0.0,33585158.0,2105875.0,429.0,2.0,54.0,25.0,2.0,4.0,235.0,0.7,1.0,16639.0,158.0,1.0,14.0,1.0,5.0,0.0,379.0,1.0,1.0,0.0,966.48
460.0,70.0,0.89,334.0,963.0,3.96,0.1,41.0,1.0,155.0,235.0,0.0,82.0,59.0,7.0,9.0,5.0,12.0,0.6,0.25,314.0,7.0,48.0,4.0,1.0,0.74,1.0,1.0,1.0,1.0,0.8,479.0,1.0,42.0,9.0,131.0,0.0,148.0,1904.0,833.0,29414.0,19111.0,7724.0,4.0,3.0,0.0,85.0,126.0,1336.0,1.0,1.0,55.0,0.0,0.0,0.0,1.0,0.0,19.0,72.0,0.0,0.0,33560221.0,2112886.0,236.0,2.0,108.0,16.0,4.0,2.0,101.0,0.8,1.0,16400.0,134.0,0.0,15.0,1.0,6.0,0.0,367.0,1.0,0.0,1.0,799.16
395.0,481.0,0.25,612.0,79.0,2.93,0.83,116.0,2.0,16.0,216.0,1.0,63.0,48.0,10.0,4.0,20.0,9.0,0.76,0.45,267.0,4.0,37.0,3.0,0.0,0.68,1.0,0.0,0.0,1.0,0.61,30.0,1.0,923.0,10.0,873.0,0.0,477.0,1424.0,2098.0,32242.0,9887.0,16388.0,8.0,1.0,0.0,54.0,149.0,23060.0,1.0,0.0,38.0,0.0,0.0,1.0,1.0,0.0,20.0,32.0,1.0,0.0,33566358.0,2101886.0,320.0,2.0,58.0,16.0,4.0,6.0,58.0,0.8,0.0,8132.0,128.0,1.0,12.0,1.0,6.0,1.0,305.0,1.0,0.0,0.0,896.401
272.0,232.0,0.56,263.0,705.0,3.37,0.69,5.0,1.0,184.0,256.0,0.0,96.0,124.0,3.0,6.0,6.0,11.0,0.9,0.87,392.0,1.0,39.0,5.0,1.0,0.92,1.0,0.0,1.0,1.0,0.92,231.0,1.0,627.0,11.0,662.0,1.0,423.0,1123.0,868.0,7855.0,10653.0,10568.0,8.0,3.0,1.0,57.0,169.0,14809.0,1.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,17.0,52.0,0.0,0.0,33585824.0,2124901.0,140.0,2.0,38.0,10.0,5.0,1.0,147.0,0.7,1.0,3337.0,139.0,0.0,19.0,0.0,6.0,0.0,174.0,1.0,1.0,0.0,479.551
388.0,323.0,0.6,477.0,204.0,5.22,0.43,55.0,2.0,157.0,53.0,1.0,116.0,100.0,7.0,10.0,7.0,14.0,0.77,0.76,448.0,8.0,13.0,6.0,1.0,0.72,0.0,0.0,1.0,1.0,0.51,214.0,0.0,53.0,14.0,265.0,1.0,224.0,905.0,527.0,32689.0,15521.0,29700.0,3.0,1.0,0.0,20.0,188.0,24326.0,1.0,1.0,27.0,1.0,1.0,1.0,0.0,0.0,9.0,30.0,1.0,0.0,33556846.0,2124085.0,222.0,1.0,127.0,12.0,3.0,2.0,135.0,0.9,0.0,3891.0,49.0,0.0,13.0,0.0,4.0,1.0,83.0,0.0,1.0,0.0,638.293
499.0,470.0,0.23,886.0,638.0,2.37,0.33,94.0,2.0,179.0,179.0,0.0,12.0,80.0,5.0,5.0,13.0,14.0,0.41,0.9,374.0,5.0,40.0,8.0,1.0,0.92,0.0,0.0,1.0,0.0,0.89,336.0,0.0,84.0,9.0,354.0,1.0,203.0,1284.0,1677.0,22820.0,27308.0,21855.0,2.0,3.0,1.0,115.0,95.0,3756.0,1.0,0.0,87.0,1.0,1.0,1.0,0.0,0.0,19.0,32.0,0.0,0.0,33578758.0,2106065.0,488.0,1.0,125.0,21.0,3.0,4.0,123.0,0.8,0.0,4993.0,184.0,1.0,17.0,0.0,6.0,1.0,417.0,1.0,1.0,0.0,794.9
489.0,460.0,0.6,297.0,400.0,5.33,0.6,34.0,1.0,73.0,25.0,0.0,120.0,124.0,9.0,9.0,20.0,18.0,0.65,0.53,452.0,8.0,49.0,7.0,0.0,0.88,0.0,1.0,1.0,0.0,0.73,86.0,0.0,900.0,12.0,705.0,1.0,176.0,1701.0,1571.0,16871.0,17158.0,24432.0,4.0,3.0,1.0,10.0,132.0,2618.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,10.0,35.0,1.0,0.0,33570324.0,2120930.0,381.0,1.0,53.0,10.0,2.0,1.0,194.0,0.7,1.0,8728.0,158.0,1.0,14.0,0.0,5.0,0.0,260.0,1.0,1.0,0.0,554.009
358.0,368.0,0.62,278.0,674.0,4.38,0.68,24.0,1.0,32.0,131.0,0.0,89.0,58.0,1.0,1.0,3.0,17.0,0.42,0.55,432.0,6.0,7.0,3.0,0.0,0.58,1.0,0.0,1.0,1.0,0.94,39.0,1.0,281.0,10.0,193.0,0.0,249.0,1206.0,514.0,20398.0,19907.0,27033.0,10.0,1.0,0.0,68.0,69.0,12129.0,0.0,1.0,80.0,0.0,1.0,1.0,1.0,0.0,16.0,74.0,1.0,0.0,33583690.0,2120327.0,347.0,1.0,123.0,11.0,3.0,2.0,101.0,0.7,1.0,10716.0,212.0,0.0,19.0,0.0,4.0,1.0,127.0,0.0,1.0,1.0,487.794
320.0,382.0,0.5,421.0,390.0,4.38,0.85,86.0,2.0,160.0,104.0,0.0,56.0,111.0,8.0,5.0,4.0,9.0,0.93,0.48,378.0,9.0,20.0,7.0,1.0,0.52,0.0,0.0,1.0,1.0,0.57,66.0,1.0,449.0,10.0,446.0,0.0,483.0,1930.0,410.0,3433.0,1338.0,21386.0,7.0,1.0,1.0,36.0,55.0,1878.0,1.0,0.0,26.0,1.0,1.0,1.0,1.0,0.0,11.0,49.0,1.0,0.0,33579156.0,2122335.0,56.0,2.0,127.0,6.0,2.0,2.0,192.0,0.8,1.0,9106.0,207.0,0.0,9.0,1.0,4.0,0.0,202.0,0.0,0.0,0.0,400.214
160.0,176.0,0.41,672.0,566.0,3.8,0.11,47.0,1.0,248.0,175.0,1.0,123.0,39.0,1.0,1.0,18.0,15.0,0.95,0.1,463.0,3.0,43.0,3.0,1.0,0.77,0.0,0.0,1.0,1.0,0.63,405.0,0.0,922.0,13.0,500.0,0.0,422.0,1561.0,1543.0,11773.0,16412.0,5326.0,7.0,1.0,0.0,121.0,111.0,8964.0,1.0,0.0,57.0,0.0,1.0,0.0,1.0,0.0,9.0,86.0,1.0,0.0,33562909.0,2100381.0,322.0,2.0,104.0,18.0,3.0,4.0,134.0,0.8,0.0,8467.0,206.0,0.0,14.0,1.0,5.0,1.0,334.0,1.0,0.0,0.0,437.991
310.0,257.0,0.74,469.0,278.0,5.6,0.96,32.0,0.0,165.0,126.0,1.0,64.0,125.0,4.0,3.0,20.0,17.0,0.87,0.95,224.0,4.0,48.0,5.0,1.0,0.59,1.0,0.0,0.0,0.0,0.98,481.0,0.0,206.0,13.0,975.0,0.0,500.0,918.0,694.0,18889.0,8354.0,4165.0,4.0,2.0,0.0,77.0,171.0,18333.0,0.0,1.0,58.0,0.0,1.0,1.0,0.0,1.0,14.0,32.0,1.0,1.0,33554975.0,2103425.0,75.0,1.0,60.0,11.0,5.0,5.0,131.0,0.8,1.0,12526.0,97.0,0.0,19.0,1.0,5.0,1.0,439.0,1.0,1.0,0.0,455.429
391.0,136.0,0.58,615.0,841.0,2.71,0.54,51.0,2.0,168.0,160.0,1.0,66.0,51.0,12.0,6.0,20.0,11.0,0.41,0.14,157.0,10.0,29.0,3.0,0.0,0.69,0.0,0.0,1.0,1.0,0.59,43.0,1.0,228.0,11.0,176.0,1.0,419.0,1788.0,1217.0,17846.0,22293.0,12244.0,3.0,4.0,1.0,61.0,77.0,32718.0,0.0,1.0,44.0,0.0,1.0,1.0,0.0,1.0,11.0,42.0,0.0,1.0,33558546.0,2113303.0,149.0,1.0,100.0,19.0,4.0,2.0,134.0,0.7,1.0,8635.0,197.0,0.0,14.0,0.0,4.0,0.0,416.0,1.0,1.0,0.0,1112.866
444.0,497.0,0.95,483.0,864.0,2.82,0.16,87.0,1.0,106.0,253.0,0.0,112.0,100.0,8.0,4.0,2.0,18.0,0.94,0.21,188.0,8.0,18.0,5.0,0.0,0.77,0.0,0.0,0.0,1.0,0.65,364.0,0.0,635.0,13.0,963.0,0.0,138.0,1756.0,472.0,16822.0,15326.0,10861.0,5.0,5.0,0.0,83.0,61.0,12318.0,1.0,1.0,29.0,1.0,0.0,1.0,1.0,0.0,18.0,76.0,1.0,0.0,33562455.0,2123479.0,393.0,2.0,41.0,23.0,2.0,4.0,216.0,0.9,1.0,11339.0,85.0,1.0,17.0,1.0,8.0,0.0,407.0,1.0,1.0,0.0,914.685
453.0,346.0,0.87,511.0,305.0,2.7,0.99,113.0,1.0,222.0,111.0,0.0,123.0,20.0,10.0,7.0,17.0,14.0,0.84,0.54,216.0,3.0,31.0,8.0,1.0,0.81,1.0,1.0,0.0,0.0,0.93,501.0,1.0,491.0,12.0,957.0,1.0,231.0,1575.0,796.0,30108.0,31253.0,4784.0,4.0,3.0,0.0,93.0,56.0,32216.0,1.0,0.0,61.0,0.0,0.0,1.0,1.0,0.0,12.0,52.0,0.0,0.0,33585292.0,2123188.0,467.0,1.0,63.0,9.0,2.0,1.0,125.0,0.9,1.0,17936.0,82.0,1.0,12.0,0.0,8.0,1.0,168.0,1.0,1.0,0.0,595.984
